,Player 1,Player 2,Number of Rounds,Game Type,Player 1 Score,Player 2 Score
4503,Tit for two tats,Always Cooperate,1,Beta = 0.9,3,3
4504,Tit for two tats,Always Cooperate,6,Beta = 0.95,18,18
4505,Tit for two tats,Always Cooperate,134,Beta = 0.99,402,402
4506,Tit for two tats,Always Cooperate,6,Beta = 0.9,18,18
4507,Tit for two tats,Always Cooperate,30,Beta = 0.95,90,90
4508,Tit for two tats,Always Cooperate,19,Beta = 0.99,57,57
4509,Tit for two tats,Always Cooperate,4,Beta = 0.9,12,12
4510,Tit for two tats,Always Cooperate,46,Beta = 0.95,138,138
4511,Tit for two tats,Always Cooperate,118,Beta = 0.99,354,354
4512,Tit for two tats,Always Cooperate,3,Beta = 0.9,9,9
4513,Tit for two tats,Always Cooperate,28,Beta = 0.95,84,84
4514,Tit for two tats,Always Cooperate,16,Beta = 0.99,48,48
4515,Tit for two tats,Always Cooperate,2,Beta = 0.9,6,6
4516,Tit for two tats,Always Cooperate,16,Beta = 0.95,48,48
4517,Tit for two tats,Always Cooperate,25,Beta = 0.99,75,75
4518,Tit for two tats,Always Cooperate,1,Beta = 0.9,3,3
4519,Tit for two tats,Always Cooperate,19,Beta = 0.95,57,57
4520,Tit for two tats,Always Cooperate,39,Beta = 0.99,117,117
4521,Tit for two tats,Always Cooperate,1,Beta = 0.9,3,3
4522,Tit for two tats,Always Cooperate,33,Beta = 0.95,99,99
4523,Tit for two tats,Always Cooperate,191,Beta = 0.99,573,573
4524,Tit for two tats,Always Cooperate,4,Beta = 0.9,12,12
4525,Tit for two tats,Always Cooperate,25,Beta = 0.95,75,75
4526,Tit for two tats,Always Cooperate,59,Beta = 0.99,177,177
4527,Tit for two tats,Always Cooperate,7,Beta = 0.9,21,21
4528,Tit for two tats,Always Cooperate,39,Beta = 0.95,117,117
4529,Tit for two tats,Always Cooperate,335,Beta = 0.99,1005,1005
4530,Tit for two tats,Always Cooperate,4,Beta = 0.9,12,12
4531,Tit for two tats,Always Cooperate,12,Beta = 0.95,36,36
4532,Tit for two tats,Always Cooperate,106,Beta = 0.99,318,318
4533,Tit for two tats,Always Cooperate,5,Beta = 0.9,15,15
4534,Tit for two tats,Always Cooperate,7,Beta = 0.95,21,21
4535,Tit for two tats,Always Cooperate,57,Beta = 0.99,171,171
4536,Tit for two tats,Always Cooperate,1,Beta = 0.9,3,3
4537,Tit for two tats,Always Cooperate,88,Beta = 0.95,264,264
4538,Tit for two tats,Always Cooperate,34,Beta = 0.99,102,102
4539,Tit for two tats,Always Cooperate,2,Beta = 0.9,6,6
4540,Tit for two tats,Always Cooperate,5,Beta = 0.95,15,15
4541,Tit for two tats,Always Cooperate,68,Beta = 0.99,204,204
4542,Tit for two tats,Always Cooperate,5,Beta = 0.9,15,15
4543,Tit for two tats,Always Cooperate,1,Beta = 0.95,3,3
4544,Tit for two tats,Always Cooperate,192,Beta = 0.99,576,576
4545,Tit for two tats,Always Cooperate,2,Beta = 0.9,6,6
4546,Tit for two tats,Always Cooperate,13,Beta = 0.95,39,39
4547,Tit for two tats,Always Cooperate,75,Beta = 0.99,225,225
4548,Tit for two tats,Always Cooperate,1,Beta = 0.9,3,3
4549,Tit for two tats,Always Cooperate,6,Beta = 0.95,18,18
4550,Tit for two tats,Always Cooperate,40,Beta = 0.99,120,120
4551,Tit for two tats,Always Cooperate,12,Beta = 0.9,36,36
4552,Tit for two tats,Always Cooperate,33,Beta = 0.95,99,99
4553,Tit for two tats,Always Cooperate,84,Beta = 0.99,252,252
4554,Tit for two tats,Always Cooperate,2,Beta = 0.9,6,6
4555,Tit for two tats,Always Cooperate,35,Beta = 0.95,105,105
4556,Tit for two tats,Always Cooperate,102,Beta = 0.99,306,306
4557,Tit for two tats,Tit for a tat,5,5 rounds,15,15
4558,Tit for two tats,Tit for a tat,100,100 rounds,300,300
4559,Tit for two tats,Tit for a tat,200,200 rounds,600,600
4560,Tit for two tats,Tit for a tat,1,Beta = 0.9,3,3
4561,Tit for two tats,Tit for a tat,16,Beta = 0.95,48,48
4562,Tit for two tats,Tit for a tat,21,Beta = 0.99,63,63
4563,Tit for two tats,Tit for a tat,1,Beta = 0.9,3,3
4564,Tit for two tats,Tit for a tat,6,Beta = 0.95,18,18
4565,Tit for two tats,Tit for a tat,98,Beta = 0.99,294,294
4566,Tit for two tats,Tit for a tat,2,Beta = 0.9,6,6
4567,Tit for two tats,Tit for a tat,19,Beta = 0.95,57,57
4568,Tit for two tats,Tit for a tat,32,Beta = 0.99,96,96
4569,Tit for two tats,Tit for a tat,10,Beta = 0.9,30,30
4570,Tit for two tats,Tit for a tat,2,Beta = 0.95,6,6
4571,Tit for two tats,Tit for a tat,182,Beta = 0.99,546,546
4572,Tit for two tats,Tit for a tat,3,Beta = 0.9,9,9
4573,Tit for two tats,Tit for a tat,36,Beta = 0.95,108,108
4574,Tit for two tats,Tit for a tat,73,Beta = 0.99,219,219
4575,Tit for two tats,Tit for a tat,2,Beta = 0.9,6,6
4576,Tit for two tats,Tit for a tat,3,Beta = 0.95,9,9
4577,Tit for two tats,Tit for a tat,239,Beta = 0.99,717,717
4578,Tit for two tats,Tit for a tat,2,Beta = 0.9,6,6
4579,Tit for two tats,Tit for a tat,15,Beta = 0.95,45,45
4580,Tit for two tats,Tit for a tat,76,Beta = 0.99,228,228
4581,Tit for two tats,Tit for a tat,1,Beta = 0.9,3,3
4582,Tit for two tats,Tit for a tat,20,Beta = 0.95,60,60
4583,Tit for two tats,Tit for a tat,266,Beta = 0.99,798,798
4584,Tit for two tats,Tit for a tat,3,Beta = 0.9,9,9
4585,Tit for two tats,Tit for a tat,4,Beta = 0.95,12,12
4586,Tit for two tats,Tit for a tat,364,Beta = 0.99,1092,1092
4587,Tit for two tats,Tit for a tat,5,Beta = 0.9,15,15
4588,Tit for two tats,Tit for a tat,21,Beta = 0.95,63,63
4589,Tit for two tats,Tit for a tat,12,Beta = 0.99,36,36
4590,Tit for two tats,Tit for a tat,5,Beta = 0.9,15,15
4591,Tit for two tats,Tit for a tat,20,Beta = 0.95,60,60
4592,Tit for two tats,Tit for a tat,123,Beta = 0.99,369,369
4593,Tit for two tats,Tit for a tat,9,Beta = 0.9,27,27
4594,Tit for two tats,Tit for a tat,28,Beta = 0.95,84,84
4595,Tit for two tats,Tit for a tat,90,Beta = 0.99,270,270
4596,Tit for two tats,Tit for a tat,5,Beta = 0.9,15,15
4597,Tit for two tats,Tit for a tat,14,Beta = 0.95,42,42
4598,Tit for two tats,Tit for a tat,63,Beta = 0.99,189,189
4599,Tit for two tats,Tit for a tat,4,Beta = 0.9,12,12
4600,Tit for two tats,Tit for a tat,17,Beta = 0.95,51,51
4601,Tit for two tats,Tit for a tat,97,Beta = 0.99,291,291
4602,Tit for two tats,Tit for a tat,3,Beta = 0.9,9,9
4603,Tit for two tats,Tit for a tat,20,Beta = 0.95,60,60
4604,Tit for two tats,Tit for a tat,82,Beta = 0.99,246,246
4605,Tit for two tats,Tit for a tat,2,Beta = 0.9,6,6
4606,Tit for two tats,Tit for a tat,37,Beta = 0.95,111,111
4607,Tit for two tats,Tit for a tat,23,Beta = 0.99,69,69
4608,Tit for two tats,Tit for a tat,6,Beta = 0.9,18,18
4609,Tit for two tats,Tit for a tat,18,Beta = 0.95,54,54
4610,Tit for two tats,Tit for a tat,34,Beta = 0.99,102,102
4611,Tit for two tats,Tit for a tat,4,Beta = 0.9,12,12
4612,Tit for two tats,Tit for a tat,6,Beta = 0.95,18,18
4613,Tit for two tats,Tit for a tat,289,Beta = 0.99,867,867
4614,Tit for two tats,Tit for a tat,5,Beta = 0.9,15,15
4615,Tit for two tats,Tit for a tat,48,Beta = 0.95,144,144
4616,Tit for two tats,Tit for a tat,22,Beta = 0.99,66,66
4617,Tit for two tats,Tit for a tat,6,Beta = 0.9,18,18
4618,Tit for two tats,Tit for a tat,21,Beta = 0.95,63,63
4619,Tit for two tats,Tit for a tat,357,Beta = 0.99,1071,1071
4620,Tit for two tats,Tit for a tat,3,Beta = 0.9,9,9
4621,Tit for two tats,Tit for a tat,2,Beta = 0.95,6,6
4622,Tit for two tats,Tit for a tat,52,Beta = 0.99,156,156
4623,Tit for two tats,Tit for a tat,4,Beta = 0.9,12,12
4624,Tit for two tats,Tit for a tat,72,Beta = 0.95,216,216
4625,Tit for two tats,Tit for a tat,126,Beta = 0.99,378,378
4626,Tit for two tats,Tit for a tat,2,Beta = 0.9,6,6
4627,Tit for two tats,Tit for a tat,137,Beta = 0.95,411,411
4628,Tit for two tats,Tit for a tat,16,Beta = 0.99,48,48
4629,Tit for two tats,Tit for a tat,10,Beta = 0.9,30,30
4630,Tit for two tats,Tit for a tat,24,Beta = 0.95,72,72
4631,Tit for two tats,Tit for a tat,69,Beta = 0.99,207,207
4632,Tit for two tats,Tit for a tat,3,Beta = 0.9,9,9
4633,Tit for two tats,Tit for a tat,22,Beta = 0.95,66,66
4634,Tit for two tats,Tit for a tat,6,Beta = 0.99,18,18
4635,Tit for two tats,Tit for a tat,4,Beta = 0.9,12,12
4636,Tit for two tats,Tit for a tat,76,Beta = 0.95,228,228
4637,Tit for two tats,Tit for a tat,105,Beta = 0.99,315,315
4638,Tit for two tats,Tit for a tat,1,Beta = 0.9,3,3
4639,Tit for two tats,Tit for a tat,15,Beta = 0.95,45,45
4640,Tit for two tats,Tit for a tat,158,Beta = 0.99,474,474
4641,Tit for two tats,Tit for a tat,8,Beta = 0.9,24,24
4642,Tit for two tats,Tit for a tat,1,Beta = 0.95,3,3
4643,Tit for two tats,Tit for a tat,19,Beta = 0.99,57,57
4644,Tit for two tats,Tit for a tat,6,Beta = 0.9,18,18
4645,Tit for two tats,Tit for a tat,14,Beta = 0.95,42,42
4646,Tit for two tats,Tit for a tat,157,Beta = 0.99,471,471
4647,Tit for two tats,Tit for a tat,1,Beta = 0.9,3,3
4648,Tit for two tats,Tit for a tat,7,Beta = 0.95,21,21
4649,Tit for two tats,Tit for a tat,1,Beta = 0.99,3,3
4650,Tit for two tats,Tit for two tats,5,5 rounds,15,15
4651,Tit for two tats,Tit for two tats,100,100 rounds,300,300
4652,Tit for two tats,Tit for two tats,200,200 rounds,600,600
4653,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4654,Tit for two tats,Tit for two tats,19,Beta = 0.95,57,57
4655,Tit for two tats,Tit for two tats,139,Beta = 0.99,417,417
4656,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4657,Tit for two tats,Tit for two tats,51,Beta = 0.95,153,153
4658,Tit for two tats,Tit for two tats,39,Beta = 0.99,117,117
4659,Tit for two tats,Tit for two tats,1,Beta = 0.9,3,3
4660,Tit for two tats,Tit for two tats,21,Beta = 0.95,63,63
4661,Tit for two tats,Tit for two tats,60,Beta = 0.99,180,180
4662,Tit for two tats,Tit for two tats,1,Beta = 0.9,3,3
4663,Tit for two tats,Tit for two tats,2,Beta = 0.95,6,6
4664,Tit for two tats,Tit for two tats,30,Beta = 0.99,90,90
4665,Tit for two tats,Tit for two tats,1,Beta = 0.9,3,3
4666,Tit for two tats,Tit for two tats,30,Beta = 0.95,90,90
4667,Tit for two tats,Tit for two tats,160,Beta = 0.99,480,480
4668,Tit for two tats,Tit for two tats,3,Beta = 0.9,9,9
4669,Tit for two tats,Tit for two tats,12,Beta = 0.95,36,36
4670,Tit for two tats,Tit for two tats,305,Beta = 0.99,915,915
4671,Tit for two tats,Tit for two tats,3,Beta = 0.9,9,9
4672,Tit for two tats,Tit for two tats,97,Beta = 0.95,291,291
4673,Tit for two tats,Tit for two tats,148,Beta = 0.99,444,444
4674,Tit for two tats,Tit for two tats,6,Beta = 0.9,18,18
4675,Tit for two tats,Tit for two tats,4,Beta = 0.95,12,12
4676,Tit for two tats,Tit for two tats,6,Beta = 0.99,18,18
4677,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4678,Tit for two tats,Tit for two tats,89,Beta = 0.95,267,267
4679,Tit for two tats,Tit for two tats,4,Beta = 0.99,12,12
4680,Tit for two tats,Tit for two tats,3,Beta = 0.9,9,9
4681,Tit for two tats,Tit for two tats,12,Beta = 0.95,36,36
4682,Tit for two tats,Tit for two tats,135,Beta = 0.99,405,405
4683,Tit for two tats,Tit for two tats,1,Beta = 0.9,3,3
4684,Tit for two tats,Tit for two tats,3,Beta = 0.95,9,9
4685,Tit for two tats,Tit for two tats,119,Beta = 0.99,357,357
4686,Tit for two tats,Tit for two tats,8,Beta = 0.9,24,24
4687,Tit for two tats,Tit for two tats,51,Beta = 0.95,153,153
4688,Tit for two tats,Tit for two tats,43,Beta = 0.99,129,129
4689,Tit for two tats,Tit for two tats,3,Beta = 0.9,9,9
4690,Tit for two tats,Tit for two tats,49,Beta = 0.95,147,147
4691,Tit for two tats,Tit for two tats,161,Beta = 0.99,483,483
4692,Tit for two tats,Tit for two tats,4,Beta = 0.9,12,12
4693,Tit for two tats,Tit for two tats,24,Beta = 0.95,72,72
4694,Tit for two tats,Tit for two tats,49,Beta = 0.99,147,147
4695,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4696,Tit for two tats,Tit for two tats,17,Beta = 0.95,51,51
4697,Tit for two tats,Tit for two tats,94,Beta = 0.99,282,282
4698,Tit for two tats,Tit for two tats,7,Beta = 0.9,21,21
4699,Tit for two tats,Tit for two tats,50,Beta = 0.95,150,150
4700,Tit for two tats,Tit for two tats,1,Beta = 0.99,3,3
4701,Tit for two tats,Tit for two tats,4,Beta = 0.9,12,12
4702,Tit for two tats,Tit for two tats,13,Beta = 0.95,39,39
4703,Tit for two tats,Tit for two tats,39,Beta = 0.99,117,117
4704,Tit for two tats,Tit for two tats,11,Beta = 0.9,33,33
4705,Tit for two tats,Tit for two tats,13,Beta = 0.95,39,39
4706,Tit for two tats,Tit for two tats,38,Beta = 0.99,114,114
4707,Tit for two tats,Tit for two tats,5,Beta = 0.9,15,15
4708,Tit for two tats,Tit for two tats,5,Beta = 0.95,15,15
4709,Tit for two tats,Tit for two tats,43,Beta = 0.99,129,129
4710,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4711,Tit for two tats,Tit for two tats,7,Beta = 0.95,21,21
4712,Tit for two tats,Tit for two tats,11,Beta = 0.99,33,33
4713,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4714,Tit for two tats,Tit for two tats,35,Beta = 0.95,105,105
4715,Tit for two tats,Tit for two tats,388,Beta = 0.99,1164,1164
4716,Tit for two tats,Tit for two tats,7,Beta = 0.9,21,21
4717,Tit for two tats,Tit for two tats,20,Beta = 0.95,60,60
4718,Tit for two tats,Tit for two tats,19,Beta = 0.99,57,57
4719,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4720,Tit for two tats,Tit for two tats,128,Beta = 0.95,384,384
4721,Tit for two tats,Tit for two tats,32,Beta = 0.99,96,96
4722,Tit for two tats,Tit for two tats,1,Beta = 0.9,3,3
4723,Tit for two tats,Tit for two tats,5,Beta = 0.95,15,15
4724,Tit for two tats,Tit for two tats,37,Beta = 0.99,111,111
4725,Tit for two tats,Tit for two tats,2,Beta = 0.9,6,6
4726,Tit for two tats,Tit for two tats,23,Beta = 0.95,69,69
4727,Tit for two tats,Tit for two tats,119,Beta = 0.99,357,357
4728,Tit for two tats,Tit for two tats,1,Beta = 0.9,3,3
4729,Tit for two tats,Tit for two tats,2,Beta = 0.95,6,6
4730,Tit for two tats,Tit for two tats,107,Beta = 0.99,321,321
4731,Tit for two tats,Tit for two tats,6,Beta = 0.9,18,18
4732,Tit for two tats,Tit for two tats,11,Beta = 0.95,33,33
4733,Tit for two tats,Tit for two tats,64,Beta = 0.99,192,192
4734,Tit for two tats,Tit for two tats,4,Beta = 0.9,12,12
4735,Tit for two tats,Tit for two tats,27,Beta = 0.95,81,81
4736,Tit for two tats,Tit for two tats,281,Beta = 0.99,843,843
4737,Tit for two tats,Tit for two tats,3,Beta = 0.9,9,9
4738,Tit for two tats,Tit for two tats,21,Beta = 0.95,63,63
4739,Tit for two tats,Tit for two tats,86,Beta = 0.99,258,258
4740,Tit for two tats,Tit for two tats,6,Beta = 0.9,18,18
4741,Tit for two tats,Tit for two tats,1,Beta = 0.95,3,3
4742,Tit for two tats,Tit for two tats,88,Beta = 0.99,264,264
4743,Tit for two tats,Pavlov strategy,5,5 rounds,15,15
4744,Tit for two tats,Pavlov strategy,100,100 rounds,300,300
4745,Tit for two tats,Pavlov strategy,200,200 rounds,600,600
4746,Tit for two tats,Pavlov strategy,6,Beta = 0.9,18,18
4747,Tit for two tats,Pavlov strategy,5,Beta = 0.95,15,15
4748,Tit for two tats,Pavlov strategy,183,Beta = 0.99,549,549
4749,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4750,Tit for two tats,Pavlov strategy,82,Beta = 0.95,246,246
4751,Tit for two tats,Pavlov strategy,26,Beta = 0.99,78,78
4752,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4753,Tit for two tats,Pavlov strategy,27,Beta = 0.95,81,81
4754,Tit for two tats,Pavlov strategy,86,Beta = 0.99,258,258
4755,Tit for two tats,Pavlov strategy,4,Beta = 0.9,12,12
4756,Tit for two tats,Pavlov strategy,2,Beta = 0.95,6,6
4757,Tit for two tats,Pavlov strategy,15,Beta = 0.99,45,45
4758,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4759,Tit for two tats,Pavlov strategy,25,Beta = 0.95,75,75
4760,Tit for two tats,Pavlov strategy,75,Beta = 0.99,225,225
4761,Tit for two tats,Pavlov strategy,3,Beta = 0.9,9,9
4762,Tit for two tats,Pavlov strategy,24,Beta = 0.95,72,72
4763,Tit for two tats,Pavlov strategy,43,Beta = 0.99,129,129
4764,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4765,Tit for two tats,Pavlov strategy,1,Beta = 0.95,3,3
4766,Tit for two tats,Pavlov strategy,313,Beta = 0.99,939,939
4767,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4768,Tit for two tats,Pavlov strategy,8,Beta = 0.95,24,24
4769,Tit for two tats,Pavlov strategy,635,Beta = 0.99,1905,1905
4770,Tit for two tats,Pavlov strategy,2,Beta = 0.9,6,6
4771,Tit for two tats,Pavlov strategy,57,Beta = 0.95,171,171
4772,Tit for two tats,Pavlov strategy,166,Beta = 0.99,498,498
4773,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4774,Tit for two tats,Pavlov strategy,16,Beta = 0.95,48,48
4775,Tit for two tats,Pavlov strategy,78,Beta = 0.99,234,234
4776,Tit for two tats,Pavlov strategy,3,Beta = 0.9,9,9
4777,Tit for two tats,Pavlov strategy,48,Beta = 0.95,144,144
4778,Tit for two tats,Pavlov strategy,5,Beta = 0.99,15,15
4779,Tit for two tats,Pavlov strategy,2,Beta = 0.9,6,6
4780,Tit for two tats,Pavlov strategy,20,Beta = 0.95,60,60
4781,Tit for two tats,Pavlov strategy,12,Beta = 0.99,36,36
4782,Tit for two tats,Pavlov strategy,3,Beta = 0.9,9,9
4783,Tit for two tats,Pavlov strategy,5,Beta = 0.95,15,15
4784,Tit for two tats,Pavlov strategy,71,Beta = 0.99,213,213
4785,Tit for two tats,Pavlov strategy,3,Beta = 0.9,9,9
4786,Tit for two tats,Pavlov strategy,17,Beta = 0.95,51,51
4787,Tit for two tats,Pavlov strategy,123,Beta = 0.99,369,369
4788,Tit for two tats,Pavlov strategy,7,Beta = 0.9,21,21
4789,Tit for two tats,Pavlov strategy,21,Beta = 0.95,63,63
4790,Tit for two tats,Pavlov strategy,37,Beta = 0.99,111,111
4791,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4792,Tit for two tats,Pavlov strategy,49,Beta = 0.95,147,147
4793,Tit for two tats,Pavlov strategy,12,Beta = 0.99,36,36
4794,Tit for two tats,Pavlov strategy,6,Beta = 0.9,18,18
4795,Tit for two tats,Pavlov strategy,40,Beta = 0.95,120,120
4796,Tit for two tats,Pavlov strategy,38,Beta = 0.99,114,114
4797,Tit for two tats,Pavlov strategy,5,Beta = 0.9,15,15
4798,Tit for two tats,Pavlov strategy,27,Beta = 0.95,81,81
4799,Tit for two tats,Pavlov strategy,73,Beta = 0.99,219,219
4800,Tit for two tats,Pavlov strategy,2,Beta = 0.9,6,6
4801,Tit for two tats,Pavlov strategy,1,Beta = 0.95,3,3
4802,Tit for two tats,Pavlov strategy,51,Beta = 0.99,153,153
4803,Tit for two tats,Pavlov strategy,13,Beta = 0.9,39,39
4804,Tit for two tats,Pavlov strategy,11,Beta = 0.95,33,33
4805,Tit for two tats,Pavlov strategy,70,Beta = 0.99,210,210
4806,Tit for two tats,Pavlov strategy,3,Beta = 0.9,9,9
4807,Tit for two tats,Pavlov strategy,2,Beta = 0.95,6,6
4808,Tit for two tats,Pavlov strategy,47,Beta = 0.99,141,141
4809,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4810,Tit for two tats,Pavlov strategy,36,Beta = 0.95,108,108
4811,Tit for two tats,Pavlov strategy,444,Beta = 0.99,1332,1332
4812,Tit for two tats,Pavlov strategy,4,Beta = 0.9,12,12
4813,Tit for two tats,Pavlov strategy,7,Beta = 0.95,21,21
4814,Tit for two tats,Pavlov strategy,429,Beta = 0.99,1287,1287
4815,Tit for two tats,Pavlov strategy,6,Beta = 0.9,18,18
4816,Tit for two tats,Pavlov strategy,62,Beta = 0.95,186,186
4817,Tit for two tats,Pavlov strategy,67,Beta = 0.99,201,201
4818,Tit for two tats,Pavlov strategy,10,Beta = 0.9,30,30
4819,Tit for two tats,Pavlov strategy,13,Beta = 0.95,39,39
4820,Tit for two tats,Pavlov strategy,54,Beta = 0.99,162,162
4821,Tit for two tats,Pavlov strategy,1,Beta = 0.9,3,3
4822,Tit for two tats,Pavlov strategy,1,Beta = 0.95,3,3
4823,Tit for two tats,Pavlov strategy,72,Beta = 0.99,216,216
4824,Tit for two tats,Pavlov strategy,5,Beta = 0.9,15,15
4825,Tit for two tats,Pavlov strategy,8,Beta = 0.95,24,24
4826,Tit for two tats,Pavlov strategy,15,Beta = 0.99,45,45
4827,Tit for two tats,Pavlov strategy,7,Beta = 0.9,21,21
4828,Tit for two tats,Pavlov strategy,61,Beta = 0.95,183,183
4829,Tit for two tats,Pavlov strategy,2,Beta = 0.99,6,6
4830,Tit for two tats,Pavlov strategy,5,Beta = 0.9,15,15
4831,Tit for two tats,Pavlov strategy,41,Beta = 0.95,123,123
4832,Tit for two tats,Pavlov strategy,5,Beta = 0.99,15,15
4833,Tit for two tats,Pavlov strategy,4,Beta = 0.9,12,12
4834,Tit for two tats,Pavlov strategy,7,Beta = 0.95,21,21
4835,Tit for two tats,Pavlov strategy,49,Beta = 0.99,147,147
4836,Tit for two tats,Win stay lose shift,5,5 rounds,15,15
4837,Tit for two tats,Win stay lose shift,100,100 rounds,300,300
4838,Tit for two tats,Win stay lose shift,200,200 rounds,600,600
4839,Tit for two tats,Win stay lose shift,1,Beta = 0.9,3,3
4840,Tit for two tats,Win stay lose shift,36,Beta = 0.95,108,108
4841,Tit for two tats,Win stay lose shift,6,Beta = 0.99,18,18
4842,Tit for two tats,Win stay lose shift,6,Beta = 0.9,18,18
4843,Tit for two tats,Win stay lose shift,67,Beta = 0.95,201,201
4844,Tit for two tats,Win stay lose shift,50,Beta = 0.99,150,150
4845,Tit for two tats,Win stay lose shift,1,Beta = 0.9,3,3
4846,Tit for two tats,Win stay lose shift,11,Beta = 0.95,33,33
4847,Tit for two tats,Win stay lose shift,49,Beta = 0.99,147,147
4848,Tit for two tats,Win stay lose shift,3,Beta = 0.9,9,9
4849,Tit for two tats,Win stay lose shift,2,Beta = 0.95,6,6
4850,Tit for two tats,Win stay lose shift,116,Beta = 0.99,348,348
4851,Tit for two tats,Win stay lose shift,1,Beta = 0.9,3,3
4852,Tit for two tats,Win stay lose shift,6,Beta = 0.95,18,18
4853,Tit for two tats,Win stay lose shift,66,Beta = 0.99,198,198
4854,Tit for two tats,Win stay lose shift,1,Beta = 0.9,3,3
4855,Tit for two tats,Win stay lose shift,16,Beta = 0.95,48,48
