,Player 1,Player 2,Number of Rounds,Game Type,Player 1 Score,Player 2 Score
4068,Tit for a tat,Win stay lose shift,3,Beta = 0.9,9,9
4069,Tit for a tat,Win stay lose shift,83,Beta = 0.95,249,249
4070,Tit for a tat,Win stay lose shift,24,Beta = 0.99,72,72
4071,Tit for a tat,Win stay lose shift,10,Beta = 0.9,30,30
4072,Tit for a tat,Win stay lose shift,60,Beta = 0.95,180,180
4073,Tit for a tat,Win stay lose shift,51,Beta = 0.99,153,153
4074,Tit for a tat,Win stay lose shift,1,Beta = 0.9,3,3
4075,Tit for a tat,Win stay lose shift,19,Beta = 0.95,57,57
4076,Tit for a tat,Win stay lose shift,63,Beta = 0.99,189,189
4077,Tit for a tat,Win stay lose shift,7,Beta = 0.9,21,21
4078,Tit for a tat,Win stay lose shift,23,Beta = 0.95,69,69
4079,Tit for a tat,Win stay lose shift,74,Beta = 0.99,222,222
4080,Tit for a tat,Win stay lose shift,3,Beta = 0.9,9,9
4081,Tit for a tat,Win stay lose shift,16,Beta = 0.95,48,48
4082,Tit for a tat,Win stay lose shift,145,Beta = 0.99,435,435
4083,Tit for a tat,Win stay lose shift,1,Beta = 0.9,3,3
4084,Tit for a tat,Win stay lose shift,47,Beta = 0.95,141,141
4085,Tit for a tat,Win stay lose shift,54,Beta = 0.99,162,162
4086,Tit for a tat,Win stay lose shift,3,Beta = 0.9,9,9
4087,Tit for a tat,Win stay lose shift,24,Beta = 0.95,72,72
4088,Tit for a tat,Win stay lose shift,165,Beta = 0.99,495,495
4089,Tit for a tat,Win stay lose shift,6,Beta = 0.9,18,18
4090,Tit for a tat,Win stay lose shift,7,Beta = 0.95,21,21
4091,Tit for a tat,Win stay lose shift,383,Beta = 0.99,1149,1149
4092,Tit for a tat,Never forgive,5,5 rounds,15,15
4093,Tit for a tat,Never forgive,100,100 rounds,300,300
4094,Tit for a tat,Never forgive,200,200 rounds,600,600
4095,Tit for a tat,Never forgive,5,Beta = 0.9,15,15
4096,Tit for a tat,Never forgive,4,Beta = 0.95,12,12
4097,Tit for a tat,Never forgive,30,Beta = 0.99,90,90
4098,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4099,Tit for a tat,Never forgive,3,Beta = 0.95,9,9
4100,Tit for a tat,Never forgive,39,Beta = 0.99,117,117
4101,Tit for a tat,Never forgive,4,Beta = 0.9,12,12
4102,Tit for a tat,Never forgive,15,Beta = 0.95,45,45
4103,Tit for a tat,Never forgive,56,Beta = 0.99,168,168
4104,Tit for a tat,Never forgive,3,Beta = 0.9,9,9
4105,Tit for a tat,Never forgive,12,Beta = 0.95,36,36
4106,Tit for a tat,Never forgive,229,Beta = 0.99,687,687
4107,Tit for a tat,Never forgive,3,Beta = 0.9,9,9
4108,Tit for a tat,Never forgive,21,Beta = 0.95,63,63
4109,Tit for a tat,Never forgive,252,Beta = 0.99,756,756
4110,Tit for a tat,Never forgive,9,Beta = 0.9,27,27
4111,Tit for a tat,Never forgive,24,Beta = 0.95,72,72
4112,Tit for a tat,Never forgive,56,Beta = 0.99,168,168
4113,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4114,Tit for a tat,Never forgive,16,Beta = 0.95,48,48
4115,Tit for a tat,Never forgive,164,Beta = 0.99,492,492
4116,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4117,Tit for a tat,Never forgive,12,Beta = 0.95,36,36
4118,Tit for a tat,Never forgive,29,Beta = 0.99,87,87
4119,Tit for a tat,Never forgive,4,Beta = 0.9,12,12
4120,Tit for a tat,Never forgive,33,Beta = 0.95,99,99
4121,Tit for a tat,Never forgive,174,Beta = 0.99,522,522
4122,Tit for a tat,Never forgive,4,Beta = 0.9,12,12
4123,Tit for a tat,Never forgive,30,Beta = 0.95,90,90
4124,Tit for a tat,Never forgive,21,Beta = 0.99,63,63
4125,Tit for a tat,Never forgive,1,Beta = 0.9,3,3
4126,Tit for a tat,Never forgive,1,Beta = 0.95,3,3
4127,Tit for a tat,Never forgive,161,Beta = 0.99,483,483
4128,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4129,Tit for a tat,Never forgive,8,Beta = 0.95,24,24
4130,Tit for a tat,Never forgive,48,Beta = 0.99,144,144
4131,Tit for a tat,Never forgive,12,Beta = 0.9,36,36
4132,Tit for a tat,Never forgive,15,Beta = 0.95,45,45
4133,Tit for a tat,Never forgive,8,Beta = 0.99,24,24
4134,Tit for a tat,Never forgive,7,Beta = 0.9,21,21
4135,Tit for a tat,Never forgive,6,Beta = 0.95,18,18
4136,Tit for a tat,Never forgive,75,Beta = 0.99,225,225
4137,Tit for a tat,Never forgive,5,Beta = 0.9,15,15
4138,Tit for a tat,Never forgive,24,Beta = 0.95,72,72
4139,Tit for a tat,Never forgive,8,Beta = 0.99,24,24
4140,Tit for a tat,Never forgive,9,Beta = 0.9,27,27
4141,Tit for a tat,Never forgive,88,Beta = 0.95,264,264
4142,Tit for a tat,Never forgive,7,Beta = 0.99,21,21
4143,Tit for a tat,Never forgive,6,Beta = 0.9,18,18
4144,Tit for a tat,Never forgive,3,Beta = 0.95,9,9
4145,Tit for a tat,Never forgive,126,Beta = 0.99,378,378
4146,Tit for a tat,Never forgive,1,Beta = 0.9,3,3
4147,Tit for a tat,Never forgive,20,Beta = 0.95,60,60
4148,Tit for a tat,Never forgive,3,Beta = 0.99,9,9
4149,Tit for a tat,Never forgive,3,Beta = 0.9,9,9
4150,Tit for a tat,Never forgive,27,Beta = 0.95,81,81
4151,Tit for a tat,Never forgive,27,Beta = 0.99,81,81
4152,Tit for a tat,Never forgive,3,Beta = 0.9,9,9
4153,Tit for a tat,Never forgive,9,Beta = 0.95,27,27
4154,Tit for a tat,Never forgive,181,Beta = 0.99,543,543
4155,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4156,Tit for a tat,Never forgive,16,Beta = 0.95,48,48
4157,Tit for a tat,Never forgive,71,Beta = 0.99,213,213
4158,Tit for a tat,Never forgive,1,Beta = 0.9,3,3
4159,Tit for a tat,Never forgive,26,Beta = 0.95,78,78
4160,Tit for a tat,Never forgive,132,Beta = 0.99,396,396
4161,Tit for a tat,Never forgive,12,Beta = 0.9,36,36
4162,Tit for a tat,Never forgive,35,Beta = 0.95,105,105
4163,Tit for a tat,Never forgive,132,Beta = 0.99,396,396
4164,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4165,Tit for a tat,Never forgive,20,Beta = 0.95,60,60
4166,Tit for a tat,Never forgive,249,Beta = 0.99,747,747
4167,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4168,Tit for a tat,Never forgive,9,Beta = 0.95,27,27
4169,Tit for a tat,Never forgive,36,Beta = 0.99,108,108
4170,Tit for a tat,Never forgive,2,Beta = 0.9,6,6
4171,Tit for a tat,Never forgive,15,Beta = 0.95,45,45
4172,Tit for a tat,Never forgive,73,Beta = 0.99,219,219
4173,Tit for a tat,Never forgive,5,Beta = 0.9,15,15
4174,Tit for a tat,Never forgive,3,Beta = 0.95,9,9
4175,Tit for a tat,Never forgive,75,Beta = 0.99,225,225
4176,Tit for a tat,Never forgive,1,Beta = 0.9,3,3
4177,Tit for a tat,Never forgive,49,Beta = 0.95,147,147
4178,Tit for a tat,Never forgive,37,Beta = 0.99,111,111
4179,Tit for a tat,Never forgive,5,Beta = 0.9,15,15
4180,Tit for a tat,Never forgive,32,Beta = 0.95,96,96
4181,Tit for a tat,Never forgive,6,Beta = 0.99,18,18
4182,Tit for a tat,Never forgive,3,Beta = 0.9,9,9
4183,Tit for a tat,Never forgive,77,Beta = 0.95,231,231
4184,Tit for a tat,Never forgive,187,Beta = 0.99,561,561
4185,Tit for two tats,Two tits for a tat,5,5 rounds,15,15
4186,Tit for two tats,Two tits for a tat,100,100 rounds,300,300
4187,Tit for two tats,Two tits for a tat,200,200 rounds,600,600
4188,Tit for two tats,Two tits for a tat,2,Beta = 0.9,6,6
4189,Tit for two tats,Two tits for a tat,43,Beta = 0.95,129,129
4190,Tit for two tats,Two tits for a tat,17,Beta = 0.99,51,51
4191,Tit for two tats,Two tits for a tat,6,Beta = 0.9,18,18
4192,Tit for two tats,Two tits for a tat,10,Beta = 0.95,30,30
4193,Tit for two tats,Two tits for a tat,27,Beta = 0.99,81,81
4194,Tit for two tats,Two tits for a tat,3,Beta = 0.9,9,9
4195,Tit for two tats,Two tits for a tat,27,Beta = 0.95,81,81
4196,Tit for two tats,Two tits for a tat,81,Beta = 0.99,243,243
4197,Tit for two tats,Two tits for a tat,6,Beta = 0.9,18,18
4198,Tit for two tats,Two tits for a tat,37,Beta = 0.95,111,111
4199,Tit for two tats,Two tits for a tat,57,Beta = 0.99,171,171
4200,Tit for two tats,Two tits for a tat,3,Beta = 0.9,9,9
4201,Tit for two tats,Two tits for a tat,46,Beta = 0.95,138,138
4202,Tit for two tats,Two tits for a tat,90,Beta = 0.99,270,270
4203,Tit for two tats,Two tits for a tat,4,Beta = 0.9,12,12
4204,Tit for two tats,Two tits for a tat,2,Beta = 0.95,6,6
4205,Tit for two tats,Two tits for a tat,93,Beta = 0.99,279,279
4206,Tit for two tats,Two tits for a tat,4,Beta = 0.9,12,12
4207,Tit for two tats,Two tits for a tat,4,Beta = 0.95,12,12
4208,Tit for two tats,Two tits for a tat,19,Beta = 0.99,57,57
4209,Tit for two tats,Two tits for a tat,3,Beta = 0.9,9,9
4210,Tit for two tats,Two tits for a tat,1,Beta = 0.95,3,3
4211,Tit for two tats,Two tits for a tat,156,Beta = 0.99,468,468
4212,Tit for two tats,Two tits for a tat,3,Beta = 0.9,9,9
4213,Tit for two tats,Two tits for a tat,48,Beta = 0.95,144,144
4214,Tit for two tats,Two tits for a tat,189,Beta = 0.99,567,567
4215,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4216,Tit for two tats,Two tits for a tat,2,Beta = 0.95,6,6
4217,Tit for two tats,Two tits for a tat,86,Beta = 0.99,258,258
4218,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4219,Tit for two tats,Two tits for a tat,23,Beta = 0.95,69,69
4220,Tit for two tats,Two tits for a tat,3,Beta = 0.99,9,9
4221,Tit for two tats,Two tits for a tat,2,Beta = 0.9,6,6
4222,Tit for two tats,Two tits for a tat,23,Beta = 0.95,69,69
4223,Tit for two tats,Two tits for a tat,64,Beta = 0.99,192,192
4224,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4225,Tit for two tats,Two tits for a tat,6,Beta = 0.95,18,18
4226,Tit for two tats,Two tits for a tat,85,Beta = 0.99,255,255
4227,Tit for two tats,Two tits for a tat,4,Beta = 0.9,12,12
4228,Tit for two tats,Two tits for a tat,19,Beta = 0.95,57,57
4229,Tit for two tats,Two tits for a tat,119,Beta = 0.99,357,357
4230,Tit for two tats,Two tits for a tat,6,Beta = 0.9,18,18
4231,Tit for two tats,Two tits for a tat,34,Beta = 0.95,102,102
4232,Tit for two tats,Two tits for a tat,332,Beta = 0.99,996,996
4233,Tit for two tats,Two tits for a tat,2,Beta = 0.9,6,6
4234,Tit for two tats,Two tits for a tat,37,Beta = 0.95,111,111
4235,Tit for two tats,Two tits for a tat,110,Beta = 0.99,330,330
4236,Tit for two tats,Two tits for a tat,3,Beta = 0.9,9,9
4237,Tit for two tats,Two tits for a tat,9,Beta = 0.95,27,27
4238,Tit for two tats,Two tits for a tat,81,Beta = 0.99,243,243
4239,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4240,Tit for two tats,Two tits for a tat,4,Beta = 0.95,12,12
4241,Tit for two tats,Two tits for a tat,95,Beta = 0.99,285,285
4242,Tit for two tats,Two tits for a tat,5,Beta = 0.9,15,15
4243,Tit for two tats,Two tits for a tat,30,Beta = 0.95,90,90
4244,Tit for two tats,Two tits for a tat,33,Beta = 0.99,99,99
4245,Tit for two tats,Two tits for a tat,2,Beta = 0.9,6,6
4246,Tit for two tats,Two tits for a tat,22,Beta = 0.95,66,66
4247,Tit for two tats,Two tits for a tat,120,Beta = 0.99,360,360
4248,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4249,Tit for two tats,Two tits for a tat,2,Beta = 0.95,6,6
4250,Tit for two tats,Two tits for a tat,95,Beta = 0.99,285,285
4251,Tit for two tats,Two tits for a tat,7,Beta = 0.9,21,21
4252,Tit for two tats,Two tits for a tat,17,Beta = 0.95,51,51
4253,Tit for two tats,Two tits for a tat,53,Beta = 0.99,159,159
4254,Tit for two tats,Two tits for a tat,5,Beta = 0.9,15,15
4255,Tit for two tats,Two tits for a tat,17,Beta = 0.95,51,51
4256,Tit for two tats,Two tits for a tat,26,Beta = 0.99,78,78
4257,Tit for two tats,Two tits for a tat,13,Beta = 0.9,39,39
4258,Tit for two tats,Two tits for a tat,3,Beta = 0.95,9,9
4259,Tit for two tats,Two tits for a tat,43,Beta = 0.99,129,129
4260,Tit for two tats,Two tits for a tat,7,Beta = 0.9,21,21
4261,Tit for two tats,Two tits for a tat,21,Beta = 0.95,63,63
4262,Tit for two tats,Two tits for a tat,59,Beta = 0.99,177,177
4263,Tit for two tats,Two tits for a tat,2,Beta = 0.9,6,6
4264,Tit for two tats,Two tits for a tat,4,Beta = 0.95,12,12
4265,Tit for two tats,Two tits for a tat,52,Beta = 0.99,156,156
4266,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4267,Tit for two tats,Two tits for a tat,11,Beta = 0.95,33,33
4268,Tit for two tats,Two tits for a tat,5,Beta = 0.99,15,15
4269,Tit for two tats,Two tits for a tat,4,Beta = 0.9,12,12
4270,Tit for two tats,Two tits for a tat,155,Beta = 0.95,465,465
4271,Tit for two tats,Two tits for a tat,114,Beta = 0.99,342,342
4272,Tit for two tats,Two tits for a tat,2,Beta = 0.9,6,6
4273,Tit for two tats,Two tits for a tat,4,Beta = 0.95,12,12
4274,Tit for two tats,Two tits for a tat,36,Beta = 0.99,108,108
4275,Tit for two tats,Two tits for a tat,1,Beta = 0.9,3,3
4276,Tit for two tats,Two tits for a tat,18,Beta = 0.95,54,54
4277,Tit for two tats,Two tits for a tat,162,Beta = 0.99,486,486
4278,Tit for two tats,Always defect,5,5 rounds,8,16
4279,Tit for two tats,Always defect,100,100 rounds,198,206
4280,Tit for two tats,Always defect,200,200 rounds,398,406
4281,Tit for two tats,Always defect,4,Beta = 0.9,6,14
4282,Tit for two tats,Always defect,37,Beta = 0.95,72,80
4283,Tit for two tats,Always defect,371,Beta = 0.99,740,748
4284,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4285,Tit for two tats,Always defect,13,Beta = 0.95,24,32
4286,Tit for two tats,Always defect,83,Beta = 0.99,164,172
4287,Tit for two tats,Always defect,6,Beta = 0.9,10,18
4288,Tit for two tats,Always defect,10,Beta = 0.95,18,26
4289,Tit for two tats,Always defect,112,Beta = 0.99,222,230
4290,Tit for two tats,Always defect,2,Beta = 0.9,2,10
4291,Tit for two tats,Always defect,8,Beta = 0.95,14,22
4292,Tit for two tats,Always defect,289,Beta = 0.99,576,584
4293,Tit for two tats,Always defect,4,Beta = 0.9,6,14
4294,Tit for two tats,Always defect,5,Beta = 0.95,8,16
4295,Tit for two tats,Always defect,35,Beta = 0.99,68,76
4296,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4297,Tit for two tats,Always defect,13,Beta = 0.95,24,32
4298,Tit for two tats,Always defect,66,Beta = 0.99,130,138
4299,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4300,Tit for two tats,Always defect,11,Beta = 0.95,20,28
4301,Tit for two tats,Always defect,61,Beta = 0.99,120,128
4302,Tit for two tats,Always defect,3,Beta = 0.9,4,12
4303,Tit for two tats,Always defect,4,Beta = 0.95,6,14
4304,Tit for two tats,Always defect,65,Beta = 0.99,128,136
4305,Tit for two tats,Always defect,9,Beta = 0.9,16,24
4306,Tit for two tats,Always defect,8,Beta = 0.95,14,22
4307,Tit for two tats,Always defect,120,Beta = 0.99,238,246
4308,Tit for two tats,Always defect,3,Beta = 0.9,4,12
4309,Tit for two tats,Always defect,27,Beta = 0.95,52,60
4310,Tit for two tats,Always defect,50,Beta = 0.99,98,106
4311,Tit for two tats,Always defect,3,Beta = 0.9,4,12
4312,Tit for two tats,Always defect,24,Beta = 0.95,46,54
4313,Tit for two tats,Always defect,235,Beta = 0.99,468,476
4314,Tit for two tats,Always defect,12,Beta = 0.9,22,30
4315,Tit for two tats,Always defect,5,Beta = 0.95,8,16
4316,Tit for two tats,Always defect,68,Beta = 0.99,134,142
4317,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4318,Tit for two tats,Always defect,70,Beta = 0.95,138,146
4319,Tit for two tats,Always defect,144,Beta = 0.99,286,294
4320,Tit for two tats,Always defect,6,Beta = 0.9,10,18
4321,Tit for two tats,Always defect,11,Beta = 0.95,20,28
4322,Tit for two tats,Always defect,186,Beta = 0.99,370,378
4323,Tit for two tats,Always defect,12,Beta = 0.9,22,30
4324,Tit for two tats,Always defect,1,Beta = 0.95,1,5
4325,Tit for two tats,Always defect,130,Beta = 0.99,258,266
4326,Tit for two tats,Always defect,2,Beta = 0.9,2,10
4327,Tit for two tats,Always defect,7,Beta = 0.95,12,20
4328,Tit for two tats,Always defect,13,Beta = 0.99,24,32
4329,Tit for two tats,Always defect,2,Beta = 0.9,2,10
4330,Tit for two tats,Always defect,43,Beta = 0.95,84,92
4331,Tit for two tats,Always defect,51,Beta = 0.99,100,108
4332,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4333,Tit for two tats,Always defect,30,Beta = 0.95,58,66
4334,Tit for two tats,Always defect,3,Beta = 0.99,4,12
4335,Tit for two tats,Always defect,4,Beta = 0.9,6,14
4336,Tit for two tats,Always defect,5,Beta = 0.95,8,16
4337,Tit for two tats,Always defect,193,Beta = 0.99,384,392
4338,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4339,Tit for two tats,Always defect,17,Beta = 0.95,32,40
4340,Tit for two tats,Always defect,21,Beta = 0.99,40,48
4341,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4342,Tit for two tats,Always defect,78,Beta = 0.95,154,162
4343,Tit for two tats,Always defect,147,Beta = 0.99,292,300
4344,Tit for two tats,Always defect,7,Beta = 0.9,12,20
4345,Tit for two tats,Always defect,5,Beta = 0.95,8,16
4346,Tit for two tats,Always defect,8,Beta = 0.99,14,22
4347,Tit for two tats,Always defect,2,Beta = 0.9,2,10
4348,Tit for two tats,Always defect,9,Beta = 0.95,16,24
4349,Tit for two tats,Always defect,16,Beta = 0.99,30,38
4350,Tit for two tats,Always defect,4,Beta = 0.9,6,14
4351,Tit for two tats,Always defect,1,Beta = 0.95,1,5
4352,Tit for two tats,Always defect,28,Beta = 0.99,54,62
4353,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4354,Tit for two tats,Always defect,11,Beta = 0.95,20,28
4355,Tit for two tats,Always defect,288,Beta = 0.99,574,582
4356,Tit for two tats,Always defect,1,Beta = 0.9,1,5
4357,Tit for two tats,Always defect,10,Beta = 0.95,18,26
4358,Tit for two tats,Always defect,171,Beta = 0.99,340,348
4359,Tit for two tats,Always defect,10,Beta = 0.9,18,26
4360,Tit for two tats,Always defect,5,Beta = 0.95,8,16
4361,Tit for two tats,Always defect,68,Beta = 0.99,134,142
4362,Tit for two tats,Always defect,6,Beta = 0.9,10,18
4363,Tit for two tats,Always defect,31,Beta = 0.95,60,68
4364,Tit for two tats,Always defect,41,Beta = 0.99,80,88
4365,Tit for two tats,Always defect,6,Beta = 0.9,10,18
4366,Tit for two tats,Always defect,19,Beta = 0.95,36,44
4367,Tit for two tats,Always defect,60,Beta = 0.99,118,126
4368,Tit for two tats,Always defect,2,Beta = 0.9,2,10
4369,Tit for two tats,Always defect,49,Beta = 0.95,96,104
4370,Tit for two tats,Always defect,83,Beta = 0.99,164,172
4371,Tit for two tats,Random,5,5 rounds,10,18
4372,Tit for two tats,Random,100,100 rounds,230,346
4373,Tit for two tats,Random,200,200 rounds,475,671
4374,Tit for two tats,Random,9,Beta = 0.9,23,31
4375,Tit for two tats,Random,18,Beta = 0.95,39,63
4376,Tit for two tats,Random,40,Beta = 0.99,96,144
4377,Tit for two tats,Random,4,Beta = 0.9,6,18
4378,Tit for two tats,Random,39,Beta = 0.95,93,129
4379,Tit for two tats,Random,186,Beta = 0.99,450,642
4380,Tit for two tats,Random,5,Beta = 0.9,9,21
4381,Tit for two tats,Random,63,Beta = 0.95,151,211
4382,Tit for two tats,Random,34,Beta = 0.99,82,118
4383,Tit for two tats,Random,4,Beta = 0.9,6,18
4384,Tit for two tats,Random,27,Beta = 0.95,63,95
4385,Tit for two tats,Random,114,Beta = 0.99,270,378
4386,Tit for two tats,Random,8,Beta = 0.9,20,28
4387,Tit for two tats,Random,30,Beta = 0.95,68,96
4388,Tit for two tats,Random,151,Beta = 0.99,356,528
4389,Tit for two tats,Random,2,Beta = 0.9,4,8
4390,Tit for two tats,Random,14,Beta = 0.95,30,50
4391,Tit for two tats,Random,82,Beta = 0.99,196,288
4392,Tit for two tats,Random,12,Beta = 0.9,27,43
4393,Tit for two tats,Random,16,Beta = 0.95,38,54
4394,Tit for two tats,Random,86,Beta = 0.99,212,296
4395,Tit for two tats,Random,5,Beta = 0.9,9,21
4396,Tit for two tats,Random,31,Beta = 0.95,72,112
4397,Tit for two tats,Random,88,Beta = 0.99,209,301
4398,Tit for two tats,Random,9,Beta = 0.9,21,33
4399,Tit for two tats,Random,24,Beta = 0.95,57,81
4400,Tit for two tats,Random,134,Beta = 0.99,316,464
4401,Tit for two tats,Random,1,Beta = 0.9,1,5
4402,Tit for two tats,Random,19,Beta = 0.95,47,67
4403,Tit for two tats,Random,38,Beta = 0.99,90,130
4404,Tit for two tats,Random,4,Beta = 0.9,8,16
4405,Tit for two tats,Random,68,Beta = 0.95,155,227
4406,Tit for two tats,Random,12,Beta = 0.99,26,34
4407,Tit for two tats,Random,8,Beta = 0.9,16,32
4408,Tit for two tats,Random,4,Beta = 0.95,10,14
4409,Tit for two tats,Random,11,Beta = 0.99,23,31
4410,Tit for two tats,Random,2,Beta = 0.9,6,6
4411,Tit for two tats,Random,4,Beta = 0.95,8,16
4412,Tit for two tats,Random,79,Beta = 0.99,186,262
4413,Tit for two tats,Random,1,Beta = 0.9,1,5
4414,Tit for two tats,Random,9,Beta = 0.95,21,33
4415,Tit for two tats,Random,91,Beta = 0.99,213,301
4416,Tit for two tats,Random,2,Beta = 0.9,4,8
4417,Tit for two tats,Random,88,Beta = 0.95,201,289
4418,Tit for two tats,Random,16,Beta = 0.99,41,53
4419,Tit for two tats,Random,3,Beta = 0.9,9,9
4420,Tit for two tats,Random,13,Beta = 0.95,31,43
4421,Tit for two tats,Random,24,Beta = 0.99,55,83
4422,Tit for two tats,Random,3,Beta = 0.9,7,11
4423,Tit for two tats,Random,6,Beta = 0.95,12,20
4424,Tit for two tats,Random,52,Beta = 0.99,117,173
4425,Tit for two tats,Random,5,Beta = 0.9,11,19
4426,Tit for two tats,Random,25,Beta = 0.95,59,91
4427,Tit for two tats,Random,113,Beta = 0.99,274,386
4428,Tit for two tats,Random,2,Beta = 0.9,4,8
4429,Tit for two tats,Random,17,Beta = 0.95,39,63
4430,Tit for two tats,Random,30,Beta = 0.99,71,107
4431,Tit for two tats,Random,7,Beta = 0.9,13,25
4432,Tit for two tats,Random,19,Beta = 0.95,45,65
4433,Tit for two tats,Random,68,Beta = 0.99,160,236
4434,Tit for two tats,Random,2,Beta = 0.9,2,10
4435,Tit for two tats,Random,7,Beta = 0.95,15,27
4436,Tit for two tats,Random,381,Beta = 0.99,901,1293
4437,Tit for two tats,Random,3,Beta = 0.9,4,12
4438,Tit for two tats,Random,3,Beta = 0.95,7,11
4439,Tit for two tats,Random,45,Beta = 0.99,105,153
4440,Tit for two tats,Random,1,Beta = 0.9,3,3
4441,Tit for two tats,Random,19,Beta = 0.95,45,69
4442,Tit for two tats,Random,86,Beta = 0.99,209,297
4443,Tit for two tats,Random,2,Beta = 0.9,4,8
4444,Tit for two tats,Random,46,Beta = 0.95,110,162
4445,Tit for two tats,Random,17,Beta = 0.99,41,61
4446,Tit for two tats,Random,4,Beta = 0.9,10,14
4447,Tit for two tats,Random,8,Beta = 0.95,20,28
4448,Tit for two tats,Random,4,Beta = 0.99,8,16
4449,Tit for two tats,Random,8,Beta = 0.9,16,32
4450,Tit for two tats,Random,13,Beta = 0.95,29,49
4451,Tit for two tats,Random,307,Beta = 0.99,718,1054
4452,Tit for two tats,Random,7,Beta = 0.9,16,24
4453,Tit for two tats,Random,11,Beta = 0.95,22,38
4454,Tit for two tats,Random,30,Beta = 0.99,70,94
4455,Tit for two tats,Random,3,Beta = 0.9,7,11
4456,Tit for two tats,Random,92,Beta = 0.95,215,315
4457,Tit for two tats,Random,56,Beta = 0.99,132,192
4458,Tit for two tats,Random,1,Beta = 0.9,3,3
4459,Tit for two tats,Random,29,Beta = 0.95,73,101
4460,Tit for two tats,Random,44,Beta = 0.99,109,153
4461,Tit for two tats,Random,2,Beta = 0.9,2,10
4462,Tit for two tats,Random,1,Beta = 0.95,1,5
4463,Tit for two tats,Random,21,Beta = 0.99,49,73
4464,Tit for two tats,Always Cooperate,5,5 rounds,15,15
4465,Tit for two tats,Always Cooperate,100,100 rounds,300,300
4466,Tit for two tats,Always Cooperate,200,200 rounds,600,600
4467,Tit for two tats,Always Cooperate,2,Beta = 0.9,6,6
4468,Tit for two tats,Always Cooperate,10,Beta = 0.95,30,30
4469,Tit for two tats,Always Cooperate,22,Beta = 0.99,66,66
4470,Tit for two tats,Always Cooperate,4,Beta = 0.9,12,12
4471,Tit for two tats,Always Cooperate,2,Beta = 0.95,6,6
4472,Tit for two tats,Always Cooperate,186,Beta = 0.99,558,558
4473,Tit for two tats,Always Cooperate,6,Beta = 0.9,18,18
4474,Tit for two tats,Always Cooperate,9,Beta = 0.95,27,27
4475,Tit for two tats,Always Cooperate,160,Beta = 0.99,480,480
4476,Tit for two tats,Always Cooperate,5,Beta = 0.9,15,15
4477,Tit for two tats,Always Cooperate,7,Beta = 0.95,21,21
4478,Tit for two tats,Always Cooperate,218,Beta = 0.99,654,654
4479,Tit for two tats,Always Cooperate,3,Beta = 0.9,9,9
4480,Tit for two tats,Always Cooperate,8,Beta = 0.95,24,24
4481,Tit for two tats,Always Cooperate,20,Beta = 0.99,60,60
4482,Tit for two tats,Always Cooperate,4,Beta = 0.9,12,12
4483,Tit for two tats,Always Cooperate,18,Beta = 0.95,54,54
4484,Tit for two tats,Always Cooperate,175,Beta = 0.99,525,525
4485,Tit for two tats,Always Cooperate,5,Beta = 0.9,15,15
4486,Tit for two tats,Always Cooperate,9,Beta = 0.95,27,27
4487,Tit for two tats,Always Cooperate,199,Beta = 0.99,597,597
4488,Tit for two tats,Always Cooperate,11,Beta = 0.9,33,33
4489,Tit for two tats,Always Cooperate,1,Beta = 0.95,3,3
4490,Tit for two tats,Always Cooperate,6,Beta = 0.99,18,18
4491,Tit for two tats,Always Cooperate,7,Beta = 0.9,21,21
4492,Tit for two tats,Always Cooperate,38,Beta = 0.95,114,114
4493,Tit for two tats,Always Cooperate,196,Beta = 0.99,588,588
4494,Tit for two tats,Always Cooperate,2,Beta = 0.9,6,6
4495,Tit for two tats,Always Cooperate,9,Beta = 0.95,27,27
4496,Tit for two tats,Always Cooperate,186,Beta = 0.99,558,558
4497,Tit for two tats,Always Cooperate,10,Beta = 0.9,30,30
4498,Tit for two tats,Always Cooperate,3,Beta = 0.95,9,9
4499,Tit for two tats,Always Cooperate,363,Beta = 0.99,1089,1089
4500,Tit for two tats,Always Cooperate,4,Beta = 0.9,12,12
4501,Tit for two tats,Always Cooperate,13,Beta = 0.95,39,39
4502,Tit for two tats,Always Cooperate,159,Beta = 0.99,477,477
